Gender,Marital Status,Age,Education,Income,Occupation,Settlement Size
male,single,37,other / unknown,116941.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),52,university,192883.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),37,university,121088.0,skilled employee / official,big city
male,non-single (divorced / separated / married / widowed),51,graduate school,186035.0,management / self-employed / highly qualified employee / officer,big city
male,single,25,high school,58380.0,unemployed / unskilled,small city
female,single,34,high school,104887.0,unemployed / unskilled,small city
male,single,37,high school,119614.0,unemployed / unskilled,mid-sized city
female,non-single (divorced / separated / married / widowed),34,university,104224.0,management / self-employed / highly qualified employee / officer,big city
female,single,29,high school,81424.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),60,university,231069.0,skilled employee / official,big city
female,single,32,high school,93317.0,unemployed / unskilled,small city
male,single,35,other / unknown,107999.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),41,university,139209.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),65,high school,255647.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),51,university,187619.0,management / self-employed / highly qualified employee / officer,big city
female,non-single (divorced / separated / married / widowed),53,university,197939.0,skilled employee / official,big city
male,single,32,high school,92481.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),49,university,178310.0,skilled employee / official,big city
female,single,36,high school,113306.0,unemployed / unskilled,small city
male,non-single (divorced / separated / married / widowed),58,university,221151.0,skilled employee / official,big city
male,non-single (divorced / separated / married / widowed),47,university,168295.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),53,university,199011.0,management / self-employed / highly qualified employee / officer,big city
male,single,37,high school,120864.0,unemployed / unskilled,small city
male,single,33,high school,101738.0,unemployed / unskilled,mid-sized city
male,single,23,high school,52059.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),51,university,185245.0,skilled employee / official,big city
female,single,28,other / unknown,76779.0,unemployed / unskilled,small city
female,single,25,high school,61634.0,unemployed / unskilled,small city
male,single,41,other / unknown,139780.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),37,university,118151.0,management / self-employed / highly qualified employee / officer,big city
male,single,36,high school,114894.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),51,university,186015.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),47,university,169048.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),42,university,141550.0,skilled employee / official,big city
female,non-single (divorced / separated / married / widowed),51,university,188248.0,skilled employee / official,small city
male,single,26,high school,64035.0,unemployed / unskilled,small city
female,single,34,high school,102017.0,unemployed / unskilled,small city
female,single,31,high school,89130.0,unemployed / unskilled,small city
female,single,31,high school,89816.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),47,university,166213.0,skilled employee / official,big city
male,single,23,high school,48290.0,unemployed / unskilled,small city
male,single,31,other / unknown,88568.0,unemployed / unskilled,small city
female,single,32,other / unknown,96313.0,unemployed / unskilled,small city
female,non-single (divorced / separated / married / widowed),53,high school,196326.0,skilled employee / official,big city
female,single,30,high school,85491.0,unemployed / unskilled,small city
